id	date	URI	label
1	20120210032952	http://wayback.archive-it.org/2950/20120210032952/http://15ocroatia.org/	1
1	20120310050648	http://wayback.archive-it.org/2950/20120310050648/http://15ocroatia.org/	1
1	20120410051531	http://wayback.archive-it.org/2950/20120410051531/http://15ocroatia.org/	1
1	20120510051628	http://wayback.archive-it.org/2950/20120510051628/http://15ocroatia.org/	1
1	20120610053128	http://wayback.archive-it.org/2950/20120610053128/http://15ocroatia.org/	1
1	20120710053055	http://wayback.archive-it.org/2950/20120710053055/http://15ocroatia.org/	1
1	20120810060951	http://wayback.archive-it.org/2950/20120810060951/http://15ocroatia.org/	1
2	20111203042724	http://wayback.archive-it.org/2950/20111203042724/http://15october.net/	1
2	20111210041442	http://wayback.archive-it.org/2950/20111210041442/http://15october.net/	1
2	20111217041532	http://wayback.archive-it.org/2950/20111217041532/http://15october.net/	1
2	20111220013312	http://wayback.archive-it.org/2950/20111220013312/http://15october.net/	1
2	20111227013104	http://wayback.archive-it.org/2950/20111227013104/http://15october.net/	1
2	20120103013304	http://wayback.archive-it.org/2950/20120103013304/http://15october.net/	1
2	20120110014232	http://wayback.archive-it.org/2950/20120110014232/http://15october.net/	1
2	20120117013834	http://wayback.archive-it.org/2950/20120117013834/http://15october.net/	1
2	20120124014218	http://wayback.archive-it.org/2950/20120124014218/http://15october.net/	1
2	20120131014137	http://wayback.archive-it.org/2950/20120131014137/http://15october.net/	1
2	20120207014122	http://wayback.archive-it.org/2950/20120207014122/http://15october.net/	1
2	20120214074233	http://wayback.archive-it.org/2950/20120214074233/http://15october.net/	1
2	20120221032355	http://wayback.archive-it.org/2950/20120221032355/http://15october.net/	1
2	20120228045356	http://wayback.archive-it.org/2950/20120228045356/http://15october.net/	1
2	20120306031810	http://wayback.archive-it.org/2950/20120306031810/http://15october.net/	1
2	20120313035744	http://wayback.archive-it.org/2950/20120313035744/http://15october.net/	1
2	20120320031151	http://wayback.archive-it.org/2950/20120320031151/http://15october.net/	1
2	20120327032250	http://wayback.archive-it.org/2950/20120327032250/http://15october.net/	1
2	20120403033946	http://wayback.archive-it.org/2950/20120403033946/http://15october.net/	1
2	20120410032617	http://wayback.archive-it.org/2950/20120410032617/http://15october.net/	1
2	20120417032659	http://wayback.archive-it.org/2950/20120417032659/http://15october.net/	1
2	20120424033854	http://wayback.archive-it.org/2950/20120424033854/http://15october.net/	1
2	20120501041144	http://wayback.archive-it.org/2950/20120501041144/http://15october.net/	1
2	20120508032653	http://wayback.archive-it.org/2950/20120508032653/http://15october.net/	1
2	20120515034733	http://wayback.archive-it.org/2950/20120515034733/http://15october.net/	1
2	20120522034945	http://wayback.archive-it.org/2950/20120522034945/http://15october.net/	1
2	20120529034222	http://wayback.archive-it.org/2950/20120529034222/http://15october.net/	1
2	20120605035216	http://wayback.archive-it.org/2950/20120605035216/http://15october.net/	1
2	20120610070708	http://wayback.archive-it.org/2950/20120610070708/http://www.15october.net/	1
2	20120610070710	http://wayback.archive-it.org/2950/20120610070710/http://15october.net/	1
2	20120612042447	http://wayback.archive-it.org/2950/20120612042447/http://15october.net/	1
2	20120619034334	http://wayback.archive-it.org/2950/20120619034334/http://15october.net/	1
2	20120626040117	http://wayback.archive-it.org/2950/20120626040117/http://15october.net/	1
2	20120703121549	http://wayback.archive-it.org/2950/20120703121549/http://15october.net/	1
2	20120710032638	http://wayback.archive-it.org/2950/20120710032638/http://15october.net/	1
2	20120710080117	http://wayback.archive-it.org/2950/20120710080117/http://15october.net/	1
2	20120717042201	http://wayback.archive-it.org/2950/20120717042201/http://15october.net/	0
2	20120724035841	http://wayback.archive-it.org/2950/20120724035841/http://15october.net/	0
2	20120731040453	http://wayback.archive-it.org/2950/20120731040453/http://15october.net/	1
2	20120807050612	http://wayback.archive-it.org/2950/20120807050612/http://15october.net/	1
2	20120810061223	http://wayback.archive-it.org/2950/20120810061223/http://15october.net/	1
2	20120810062236	http://wayback.archive-it.org/2950/20120810062236/http://www.15october.net/	1
2	20120814042847	http://wayback.archive-it.org/2950/20120814042847/http://15october.net/	1
4	20120110014154	http://wayback.archive-it.org/2950/20120110014154/http://occupyboulder.org/	1
4	20120117013959	http://wayback.archive-it.org/2950/20120117013959/http://occupyboulder.org/	1
4	20120124014219	http://wayback.archive-it.org/2950/20120124014219/http://occupyboulder.org/	1
4	20120131014122	http://wayback.archive-it.org/2950/20120131014122/http://occupyboulder.org/	1
4	20120207014119	http://wayback.archive-it.org/2950/20120207014119/http://occupyboulder.org/	1
4	20120214074233	http://wayback.archive-it.org/2950/20120214074233/http://occupyboulder.org/	1
4	20120221032425	http://wayback.archive-it.org/2950/20120221032425/http://occupyboulder.org/	1
4	20120228045310	http://wayback.archive-it.org/2950/20120228045310/http://occupyboulder.org/	1
4	20120306031813	http://wayback.archive-it.org/2950/20120306031813/http://occupyboulder.org/	1
4	20120313035740	http://wayback.archive-it.org/2950/20120313035740/http://occupyboulder.org/	1
